Prod_B,Prod_A,Deg_B,Deg_A,InhThr_A_B,InhFld_A_B,Hill_A_B,InhThr_B_A,InhFld_B_A,Hill_B_A
70.64114812761059,58.451076345642534,0.9095204224772284,0.7016224783773757,51.50059031825495,0.3964608763292349,2.0,0.8521056917103366,0.8634188071973736,1.0
61.6857648754859,80.74080340550428,0.4485465426926365,0.9672095047936144,40.50212682302323,0.9765031727762351,5.0,48.785617993735464,0.27388448131671583,5.0
53.18183454100415,57.60757368172392,0.3028682793112778,0.5246418419186257,40.413021504934186,0.9153525098879506,4.0,40.75757322151651,0.3680184144766553,4.0
61.15043844387844,92.03581451751104,0.9224391876022241,0.7146508924238256,51.446003624918895,0.7198556391867208,6.0,5.225024503210063,0.44328152740252813,5.0
94.89612209290479,36.9458616248979,0.8945502352634407,0.6703262675506289,6.084846148637836,0.5181304858667287,1.0,57.44730982903699,0.19885471802212568,1.0
81.16755844371527,86.40263917108808,0.39889066922845495,0.8718915064192739,6.131324205466803,0.6853418897735042,4.0,46.15062345758802,0.8405230663125774,2.0
70.0562258473955,26.73303113045896,0.9273664067838352,0.5293149666502877,27.336329515892775,0.18489221026296043,2.0,49.190986492764154,0.6376305953820111,3.0
95.86508153657941,48.0555061706896,0.302932723851425,0.9301703087060893,52.038291002348856,0.975083248057109,3.0,66.52411548566931,0.535008438424305,2.0
87.13154442159417,8.96667131666732,0.49677044508959256,0.7871467624317972,23.629986600585557,0.8615674124056135,5.0,4.488217679030402,0.26939364151950446,4.0
86.22014807310843,71.9850685449432,0.15510158786775605,0.10040736856159592,28.62640011024641,0.5788823241576629,5.0,44.20664965291279,0.9559763586747393,2.0
81.99901374742316,84.39361511977826,0.17696418158097466,0.4182542637329141,40.232989847165506,0.2638144877227775,5.0,17.15826579822004,0.406732886506298,4.0
27.909640060486943,1.226619688564969,0.11237237115129582,0.6196925573126242,10.029558165773869,0.1236307230827734,5.0,3.784519663922327,0.9970314801865827,6.0
98.36996050600413,74.2585117379986,0.5111437555856507,0.6024051179116132,27.73636414177421,0.767925959004177,6.0,54.55051852574275,0.8721198167346291,5.0
47.04379492281914,81.30783597832252,0.15240226263757117,0.5005338578710751,30.857800431478093,0.4133587289556362,5.0,51.54220853606284,0.199093941597691,6.0
4.1477093927699755,10.070287298597082,0.37318801378456656,0.7101518077849767,16.774441610016396,0.8375458422349051,3.0,21.585572888147453,0.7031845268641644,2.0
79.63615121566183,54.25550426228827,0.6622689001428471,0.9118486755994772,32.801808613159174,0.3670361288654771,1.0,65.25731501692928,0.17558921256397292,1.0
69.78585398506148,13.44740453288695,0.8763738404087836,0.38330746235523727,31.908642843214075,0.910145647505861,2.0,15.290831147925974,0.6212012979218999,4.0
17.441496540950734,99.90185131640868,0.12926308175597345,0.40053334532755225,8.605033823949054,0.4695356969493023,3.0,27.967507461938084,0.5274804868722018,5.0
59.335048403484116,23.091068646605102,0.3605585242104441,0.3695172642756409,5.72604609606945,0.4774945634262632,6.0,9.353444910434758,0.29439641037723185,3.0
91.60485511938235,56.87658932403094,0.7517276572323329,0.6322980404906595,54.467942361627586,0.5645465609914178,3.0,51.81778699297114,0.3997283832931946,2.0
27.294430442750343,73.49104632191607,0.5023582755623792,0.19128357970029108,35.36886664029123,0.2843860515468632,3.0,6.095154398570383,0.47451269956670117,5.0
15.671415433835516,86.22487902974295,0.9510972254352568,0.20115996821873483,2.4350113347883457,0.41102398029817766,6.0,19.585070077757596,0.1665754628297758,2.0
51.33524583275497,13.823483667781003,0.24939503763135615,0.7242312866790565,3.829684814745715,0.7410165186194804,2.0,11.652022235581276,0.9571967420097974,5.0
96.43570472354222,61.09514752687287,0.4127661001813815,0.7373436214192696,32.13436430115954,0.6118245136221269,2.0,61.67146211571751,0.37061708776378477,3.0
56.68855474394313,26.95064144589832,0.354892382540021,0.17414913492883938,37.61752447426672,0.7056950178016814,2.0,14.431535942784198,0.8898432853282464,4.0
18.42757553525339,33.36401151300034,0.6051603096253197,0.4877729561412736,52.34309287084199,0.9848775213202267,1.0,39.45994772783581,0.28557863181166765,4.0
1.2193594972795219,58.41184091530905,0.8704704109570623,0.5856461052531756,7.861274991755013,0.6623240529974781,2.0,10.357079659395035,0.7287467678780173,4.0
36.98010848380245,35.948513443165595,0.41678895226231505,0.8207851929317854,14.21907981215504,0.38279889502643083,4.0,49.28262119444533,0.9079468400954211,3.0
89.90359576656779,14.7235397287471,0.6590595006340825,0.5679822750101706,46.570340448585725,0.3748339439098862,4.0,58.68684985739139,0.435535809499041,6.0
95.10681305657785,45.24474855386053,0.247208991275949,0.3359241913288481,39.71618742718993,0.4919702381974106,1.0,55.8342762601924,0.6126309445035564,2.0
87.16148141852777,31.2322286375069,0.12169227101313507,0.7580851512818463,51.86812687996519,0.8911103460909258,5.0,31.096928773470008,0.6919880020283627,4.0
65.89419916570321,65.75330582207009,0.6580451529316117,0.5351995866132859,32.34852656374431,0.26962449643322883,2.0,38.507625985273684,0.31754184218951986,5.0
74.19616190419714,18.140022599939034,0.6608783115930079,0.899655182926431,49.33466565621194,0.6749215663562708,5.0,32.56046909258679,0.5967693094949159,1.0
61.970276095582776,39.69184109312158,0.8250859090079996,0.31172820275178686,49.759091336753116,0.5642832136405881,2.0,25.80557139283583,0.6556341203317757,3.0
20.948611854413798,18.507398880407433,0.4082734012666076,0.30782805159768456,52.390008346980984,0.2870104499531247,2.0,52.80490824465693,0.5477587904553323,2.0
70.70371944446461,46.377354143159955,0.7126022387223769,0.22241655141553895,8.480826842690538,0.6533854073814139,1.0,55.3835993765162,0.1869832161420185,2.0
35.57201204531754,14.095195253927612,0.6513178824827501,0.10006312151076067,24.88244996762284,0.9542236366973628,6.0,28.2081138139814,0.957367973661533,1.0
60.15574919770801,40.080033171440526,0.9449093814379314,0.37714707555596305,16.931644839899263,0.7093919782447339,2.0,11.02398186603511,0.9835585048625954,3.0
6.460250447452193,8.025786493928754,0.3003932401273024,0.46104176661131757,0.8102180850718855,0.6222674223299193,5.0,34.923774912050014,0.8141099488728181,3.0
39.2677876126783,41.49636826017141,0.37409164864697864,0.8532322113466242,23.14801204734948,0.5148947914862457,2.0,7.942735764598387,0.5416606314079406,6.0
95.09278919325855,19.53049414945768,0.46895456340114616,0.8804382369882948,20.327800767739816,0.6024116739141155,3.0,50.5189190271441,0.5275070748560967,2.0
77.59897648290527,37.365045085143436,0.9167245078418823,0.8602062999556639,58.5690633896355,0.48432856457836326,3.0,28.999107287639728,0.280234310448795,4.0
61.68676623023247,58.78721149559624,0.1595987916702666,0.9754229484664688,57.33745642236482,0.7365400323300918,5.0,24.298109034069686,0.7647348314964255,3.0
66.90808440976792,74.88389184691093,0.6306323051628743,0.9001920373040132,24.582140792551325,0.3297076986277018,2.0,23.57925272675285,0.17802060628046137,2.0
41.78023823898298,70.60109242886801,0.2686556169079799,0.68852778789821,61.94392160371549,0.4033091243167607,5.0,50.08452851866249,0.3411928869290557,2.0
28.418969259900877,72.22493617774472,0.27488893855979774,0.7327631326584102,25.5768555559346,0.5260152562414521,4.0,25.734714568837745,0.11721321026215405,5.0
85.21176332174224,18.87348052864044,0.8931835618293755,0.7916828237283068,53.78399948853659,0.3086085750671947,3.0,40.65054749436272,0.5551802040893816,5.0
98.31284886699649,61.525978267318756,0.14622518885986302,0.2023479511706254,32.27718088839732,0.8189761557304013,2.0,45.48468047509472,0.2356460392398847,1.0
30.55473030848123,69.87915439655464,0.6232120550414191,0.7746966576453456,30.223788494951418,0.29617543005253777,4.0,50.05187470740393,0.9968355210649731,2.0
62.98086137883016,79.90332125768715,0.3158797141183115,0.373293688247736,19.77176798087154,0.9075441701144662,2.0,8.646174456479162,0.10527049596088842,2.0
79.516153969767,92.3763231932921,0.14255210732618653,0.9676960613157085,32.99448770670065,0.778177445620154,2.0,17.590083165935443,0.9967247559490112,3.0
28.522449801716167,39.39225805876286,0.42555344688606467,0.5283526960300716,28.003235407348868,0.558980862047801,2.0,45.534063339257145,0.5877472132928359,3.0
68.61830804028642,21.837979353379556,0.1307575867327943,0.7357648282212484,36.327066645942374,0.9720433754065603,5.0,26.840175843497267,0.202907652419909,2.0
80.17612309260198,2.128591673691446,0.6947363639031146,0.6708525845394829,22.116196106110664,0.24225140756686442,3.0,69.5080220156709,0.963422299962548,1.0
2.5870467929088425,50.68200232341784,0.9029886815329574,0.5161411849192841,51.58992383739332,0.36958001125111406,4.0,21.62940744931866,0.8726474029722252,2.0
29.995436107837595,60.68413125169509,0.7555664097569363,0.4546788964590197,30.61787154192588,0.7078692654833645,6.0,64.24680192113368,0.5316924058519159,3.0
8.854199825964965,89.28761342261593,0.6084135932447537,0.18621625732381034,15.153985880721548,0.29560456108185035,2.0,3.6115287719349727,0.5185779227929067,4.0
19.502783628143927,62.55313479365996,0.4524380093657705,0.22039900149806335,21.489862186320156,0.9965918185329324,1.0,48.97594622685002,0.484798414784413,4.0
68.77643041219531,66.63805752016914,0.3974783776045301,0.7241330370908807,46.80574546312744,0.1371427291956393,6.0,27.059969180608686,0.4137252234912532,3.0
35.232324603148776,23.279017985902307,0.7381260565449037,0.6703650189076169,29.43042737098067,0.4538591793436737,4.0,29.57587858536032,0.32917778942214454,4.0
85.85931509874962,80.78844906576671,0.43301079390893904,0.7283109888828113,46.38082300116695,0.4850122475510842,3.0,14.063289528311318,0.830532274868979,3.0
76.9513014875223,73.34456607997085,0.7308293221496432,0.8404707980911056,7.587375109352466,0.8795472807185032,2.0,35.44123623465397,0.40536179947759876,4.0
34.175718096307655,44.995573915830306,0.2840279547343017,0.8119018096904485,23.696763120928782,0.47361597580879744,4.0,66.47872694252727,0.12170049600710227,3.0
49.03830844694764,17.710163244273602,0.6330703071013082,0.6825098747344989,13.466937937780985,0.9338106111568621,1.0,5.784466722385645,0.4516021821778399,6.0
